timestamp,site_id,equipment_id,equipment_type,machine_state,energy_kwh,temperature_c,pressure_bar,flow_m3_h
2026-01-05T16:30:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.307,73.675,3.445,48.93
2026-01-05T16:45:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.56,73.81,3.133,46.484
2026-01-05T17:00:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.415,70.455,3.28,47.922
2026-01-05T17:15:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.799,69.649,3.157,44.196
2026-01-05T17:30:00,LILLE,LIL-CP-01,COMPRESSOR,STOPPED,1.459,65.927,0.819,5.128
2026-01-05T17:45:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,25.1,71.604,7.439,237.732
2026-01-05T18:00:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.234,74.716,6.917,229.187
2026-01-05T18:15:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.933,75.391,7.856,230.279
2026-01-05T18:30:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.548,68.51,7.069,220.388
2026-01-05T18:45:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.338,70.34,6.981,250.547
2026-01-05T19:00:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.265,71.717,3.13,47.27
2026-01-05T19:15:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,25.048,73.618,7.603,223.669
2026-01-05T19:30:00,LILLE,LIL-CP-01,COMPRESSOR,MAINTENANCE,1.793,65.871,0.719,4.597
2026-01-05T19:45:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,22.284,73.213,7.018,219.375
2026-01-05T20:00:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,24.369,74.382,7.618,218.07
2026-01-05T20:15:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,25.493,73.321,7.025,222.295
2026-01-05T20:30:00,LILLE,LIL-CP-01,COMPRESSOR,STOPPED,1.922,63.996,0.725,4.797
2026-01-05T20:45:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,24.053,74.451,7.266,226.378
2026-01-05T21:00:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.351,70.966,7.089,217.325
2026-01-05T21:15:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.915,71.811,7.203,210.283
2026-01-05T21:30:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.202,72.609,7.536,226.373
2026-01-05T21:45:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,24.014,76.195,6.701,235.586
2026-01-05T22:00:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,9.076,69.785,3.5,44.503
2026-01-05T22:15:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.285,67.557,3.319,43.465
2026-01-05T22:30:00,LILLE,LIL-CP-01,COMPRESSOR,STOPPED,1.911,64.721,0.718,4.826
2026-01-05T22:45:00,LILLE,LIL-CP-01,COMPRESSOR,IDLE,8.461,67.464,3.167,44.683
2026-01-05T23:00:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,23.745,73.677,7.048,242.981
2026-01-05T23:15:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,24.26,75.301,7.172,225.966
2026-01-05T23:30:00,LILLE,LIL-CP-01,COMPRESSOR,RUNNING,22.56,71.408,7.281,241.567
2026-01-05T23:45:00,LILLE,LIL-CP-01,COMPRESSOR,MAINTENANCE,1.654,65.438,0.773,4.2
2026-01-05T00:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.34,72.074,7.212,207.468
2026-01-05T00:15:00,LILLE,LIL-CP-02,COMPRESSOR,MAINTENANCE,1.63,68.625,0.655,4.483
2026-01-05T00:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.294,74.269,7.456,231.888
2026-01-05T00:45:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.15,70.713,3.174,46.245
2026-01-05T01:00:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.897,70.354,3.212,45.788
2026-01-05T01:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.769,71.76,3.36,46.698
2026-01-05T01:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.868,75.238,6.851,243.223
2026-01-05T01:45:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.919,67.831,0.782,4.645
2026-01-05T02:00:00,LILLE,LIL-CP-02,COMPRESSOR,MAINTENANCE,1.75,69.357,0.734,4.173
2026-01-05T02:15:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,2.047,66.583,0.749,4.622
2026-01-05T02:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.101,69.566,7.289,247.472
2026-01-05T02:45:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,2.055,69.389,0.72,4.452
2026-01-05T03:00:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,2.013,66.789,0.763,4.642
2026-01-05T03:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.889,69.452,3.229,45.108
2026-01-05T03:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.237,69.302,3.276,41.562
2026-01-05T03:45:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,9.449,74.158,3.264,43.92
2026-01-05T04:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.825,73.864,6.896,248.806
2026-01-05T04:15:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,2.321,70.149,0.658,4.176
2026-01-05T04:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.646,71.347,3.34,45.607
2026-01-05T04:45:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.697,66.451,0.646,4.791
2026-01-05T05:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.619,68.732,7.709,242.307
2026-01-05T05:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.071,72.652,7.15,231.913
2026-01-05T05:30:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.977,68.263,0.734,4.339
2026-01-05T05:45:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.871,65.459,0.841,4.647
2026-01-05T06:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.688,69.543,7.223,212.408
2026-01-05T06:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.507,70.215,3.316,46.899
2026-01-05T06:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.17,72.601,3.083,46.473
2026-01-05T06:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.967,70.065,7.133,221.256
2026-01-05T07:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.684,72.971,7.461,239.725
2026-01-05T07:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.399,73.385,6.74,231.831
2026-01-05T07:30:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.759,66.747,0.747,4.716
2026-01-05T07:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.104,72.329,6.975,228.04
2026-01-05T08:00:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.628,65.977,0.791,5.031
2026-01-05T08:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.311,69.976,6.895,232.368
2026-01-05T08:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,27.25,73.631,6.67,232.981
2026-01-05T08:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.813,73.366,7.355,232.161
2026-01-05T09:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.473,78.509,7.56,243.247
2026-01-05T09:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.261,70.505,6.888,228.221
2026-01-05T09:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,26.79,66.952,7.063,245.06
2026-01-05T09:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.782,66.765,7.252,237.641
2026-01-05T10:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.491,73.114,7.219,230.382
2026-01-05T10:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.007,71.004,7.252,247.896
2026-01-05T10:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,21.895,72.938,7.65,220.683
2026-01-05T10:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.224,67.732,6.878,236.537
2026-01-05T11:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,26.262,69.799,7.356,233.005
2026-01-05T11:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.988,69.197,7.164,235.753
2026-01-05T11:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.93,67.09,6.864,229.96
2026-01-05T11:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.484,72.569,7.104,237.845
2026-01-05T12:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,26.66,71.026,6.571,217.155
2026-01-05T12:15:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.846,65.593,0.801,4.726
2026-01-05T12:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.14,68.083,7.359,243.867
2026-01-05T12:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.371,72.049,7.05,238.455
2026-01-05T13:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.807,70.494,7.118,221.105
2026-01-05T13:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.648,67.555,3.132,46.56
2026-01-05T13:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.44,71.591,6.346,226.864
2026-01-05T13:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.566,71.41,7.304,240.071
2026-01-05T14:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.284,69.413,7.305,243.903
2026-01-05T14:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.678,71.232,3.492,50.275
2026-01-05T14:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.057,73.266,6.853,225.422
2026-01-05T14:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,27.178,71.768,7.06,231.379
2026-01-05T15:00:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.6,70.034,3.137,45.898
2026-01-05T15:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,8.774,69.806,7.2,45.284
2026-01-05T15:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,7.365,69.776,11.4,44.605
2026-01-05T15:45:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.388,72.496,3.0,45.793
2026-01-05T16:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.425,74.74,7.534,229.908
2026-01-05T16:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.714,71.523,6.858,225.385
2026-01-05T16:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.594,73.257,7.078,215.83
2026-01-05T16:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.069,71.363,7.185,212.035
2026-01-05T17:00:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.839,72.034,3.397,40.161
2026-01-05T17:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,25.655,72.588,6.709,217.537
2026-01-05T17:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,7.827,70.94,3.04,46.984
2026-01-05T17:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.53,70.966,6.454,235.781
2026-01-05T18:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.265,69.071,7.536,211.95
2026-01-05T18:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.079,71.254,3.197,42.192
2026-01-05T18:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.585,70.177,3.042,42.197
2026-01-05T18:45:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.916,64.856,0.778,4.847
2026-01-05T19:00:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.631,68.072,0.733,4.548
2026-01-05T19:15:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.868,68.876,0.758,4.893
2026-01-05T19:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.481,68.764,3.471,48.215
2026-01-05T19:45:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.464,74.631,3.33,48.002
2026-01-05T20:00:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.993,72.297,7.409,206.7
2026-01-05T20:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.697,71.899,3.143,48.526
2026-01-05T20:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.06,70.729,3.289,44.734
2026-01-05T20:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.946,72.167,6.861,223.432
2026-01-05T21:00:00,LILLE,LIL-CP-02,COMPRESSOR,MAINTENANCE,1.765,72.329,0.698,4.399
2026-01-05T21:15:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.073,66.808,3.409,46.953
2026-01-05T21:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.741,69.023,3.294,43.003
2026-01-05T21:45:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.689,69.723,6.998,213.487
2026-01-05T22:00:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,8.774,67.489,3.393,44.109
2026-01-05T22:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,22.234,73.033,7.186,225.032
2026-01-05T22:30:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,23.986,70.658,7.442,240.571
2026-01-05T22:45:00,LILLE,LIL-CP-02,COMPRESSOR,MAINTENANCE,1.486,66.143,0.739,4.398
2026-01-05T23:00:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,1.56,67.415,0.719,4.327
2026-01-05T23:15:00,LILLE,LIL-CP-02,COMPRESSOR,RUNNING,24.772,71.725,7.759,225.234
2026-01-05T23:30:00,LILLE,LIL-CP-02,COMPRESSOR,IDLE,9.708,69.31,3.282,43.933
2026-01-05T23:45:00,LILLE,LIL-CP-02,COMPRESSOR,STOPPED,2.167,67.218,0.648,4.726
2026-01-05T00:00:00,LILLE,LIL-PM-01,PUMP,IDLE,3.48,28.18,1.557,23.789
2026-01-05T00:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,12.354,31.302,3.12,114.983
2026-01-05T00:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,12.134,31.67,3.497,117.256
2026-01-05T00:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,12.019,32.731,3.347,126.586
2026-01-05T01:00:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.271,30.673,3.206,122.567
2026-01-05T01:15:00,LILLE,LIL-PM-01,PUMP,IDLE,4.077,28.698,1.528,23.306
2026-01-05T01:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.622,31.628,3.12,128.057
2026-01-05T01:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.509,31.732,3.655,116.393
2026-01-05T02:00:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.675,29.928,3.527,119.215
2026-01-05T02:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.124,31.441,3.487,114.606
2026-01-05T02:30:00,LILLE,LIL-PM-01,PUMP,IDLE,3.654,28.088,1.637,24.282
2026-01-05T02:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.598,31.853,3.61,124.268
2026-01-05T03:00:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.283,32.835,3.364,122.986
2026-01-05T03:15:00,LILLE,LIL-PM-01,PUMP,MAINTENANCE,1.275,26.027,0.356,2.525
2026-01-05T03:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.443,32.217,3.423,120.167
2026-01-05T03:45:00,LILLE,LIL-PM-01,PUMP,STOPPED,0.893,26.688,0.348,2.487
2026-01-05T04:00:00,LILLE,LIL-PM-01,PUMP,IDLE,3.473,28.765,1.425,24.31
2026-01-05T04:15:00,LILLE,LIL-PM-01,PUMP,IDLE,4.062,29.652,1.547,23.88
2026-01-05T04:30:00,LILLE,LIL-PM-01,PUMP,STOPPED,1.043,25.298,0.216,2.602
2026-01-05T04:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.337,31.124,3.338,113.588
2026-01-05T05:00:00,LILLE,LIL-PM-01,PUMP,MAINTENANCE,0.953,26.143,0.326,2.33
2026-01-05T05:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.442,30.13,3.2,137.274
2026-01-05T05:30:00,LILLE,LIL-PM-01,PUMP,IDLE,3.548,29.34,1.607,25.089
2026-01-05T05:45:00,LILLE,LIL-PM-01,PUMP,STOPPED,0.68,24.915,0.334,2.195
2026-01-05T06:00:00,LILLE,LIL-PM-01,PUMP,IDLE,3.878,29.784,1.469,24.358
2026-01-05T06:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.125,31.611,3.345,122.453
2026-01-05T06:30:00,LILLE,LIL-PM-01,PUMP,MAINTENANCE,1.225,26.603,0.359,2.475
2026-01-05T06:45:00,LILLE,LIL-PM-01,PUMP,IDLE,3.961,27.973,1.463,23.203
2026-01-05T07:00:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.443,31.604,3.285,111.386
2026-01-05T07:15:00,LILLE,LIL-PM-01,PUMP,IDLE,3.74,26.751,1.484,23.341
2026-01-05T07:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.224,32.323,3.41,122.834
2026-01-05T07:45:00,LILLE,LIL-PM-01,PUMP,IDLE,3.586,30.091,1.431,23.022
2026-01-05T08:00:00,LILLE,LIL-PM-01,PUMP,IDLE,4.271,28.744,1.464,22.873
2026-01-05T08:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,12.12,30.246,3.391,123.762
2026-01-05T08:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.782,31.79,3.674,120.465
2026-01-05T08:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.704,31.3,3.377,118.888
2026-01-05T09:00:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.15,31.947,3.329,124.853
2026-01-05T09:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.143,29.813,3.438,121.004
2026-01-05T09:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.271,30.061,3.372,128.752
2026-01-05T09:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.507,31.265,3.402,117.052
2026-01-05T10:00:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.794,32.371,3.199,120.747
2026-01-05T10:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.294,31.769,3.515,120.245
2026-01-05T10:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.33,31.542,3.392,120.659
2026-01-05T10:45:00,LILLE,LIL-PM-01,PUMP,RUNNING,11.291,31.812,3.354,113.23
2026-01-05T11:00:00,LILLE,LIL-PM-01,PUMP,IDLE,3.881,28.684,1.542,23.731
2026-01-05T11:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,12.156,30.12,3.242,116.411
2026-01-05T11:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.716,31.227,3.519,120.695
2026-01-05T11:45:00,LILLE,LIL-PM-01,PUMP,IDLE,3.528,27.889,1.553,23.751
2026-01-05T12:00:00,LILLE,LIL-PM-01,PUMP,IDLE,3.863,30.159,1.469,23.819
2026-01-05T12:15:00,LILLE,LIL-PM-01,PUMP,RUNNING,10.683,31.708,3.48,126.244
2026-01-05T12:30:00,LILLE,LIL-PM-01,PUMP,RUNNING,9.568,30.874,3.272,127.848
