timestamp,site_id,equipment_id,equipment_type,machine_state,energy_kwh,temperature_c,pressure_bar,flow_m3_h,date,hour_of_day,is_running,energy_per_flow
2026-01-05 08:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.579,25.939,0.823,16.226,2026-01-05,8,False,0.3438308886971527
2026-01-05 08:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.95,27.612,1.742,87.608,2026-01-05,8,True,0.17064651629988128
2026-01-05 09:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.221,26.61,1.952,89.346,2026-01-05,9,True,0.1703601728113178
2026-01-05 09:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.885,27.979,1.754,76.514,2026-01-05,9,True,0.1945395613874585
2026-01-05 09:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.642,27.653,1.707,83.209,2026-01-05,9,True,0.17596654208078452
2026-01-05 09:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.374,26.186,0.811,14.932,2026-01-05,9,False,0.35989820519689253
2026-01-05 10:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.761,27.833,1.837,82.48,2026-01-05,10,True,0.19108874878758486
2026-01-05 10:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,13.85,27.626,1.702,75.651,2026-01-05,10,True,0.18307755350226698
2026-01-05 10:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.761,26.994,1.772,84.579,2026-01-05,10,True,0.18634649262819378
2026-01-05 10:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.99,27.297,1.945,82.873,2026-01-05,10,True,0.1808791765713803
2026-01-05 11:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,STOPPED,1.102,23.011,0.113,1.601,2026-01-05,11,False,0.688319800124922
2026-01-05 11:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,17.624,27.655,1.835,79.142,2026-01-05,11,True,0.22268833236461044
2026-01-05 11:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,4.977,25.69,0.775,14.762,2026-01-05,11,False,0.33714943774556294
2026-01-05 11:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,STOPPED,1.205,22.874,0.216,1.696,2026-01-05,11,False,0.710495283018868
2026-01-05 12:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,16.475,28.55,1.699,79.766,2026-01-05,12,True,0.20654163428026978
2026-01-05 12:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,13.793,28.662,1.878,82.456,2026-01-05,12,True,0.1672770932376055
2026-01-05 12:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.867,28.713,1.752,79.809,2026-01-05,12,True,0.18628224886917516
2026-01-05 12:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,4.945,25.824,0.747,14.866,2026-01-05,12,False,0.332638234898426
2026-01-05 13:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,11.5,28.525,1.782,72.318,2026-01-05,13,True,0.15901988439945797
2026-01-05 13:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,29.8,28.462,1.706,81.583,2026-01-05,13,True,0.36527217680153956
2026-01-05 13:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.923,26.622,1.883,84.28,2026-01-05,13,True,0.17706454674893213
2026-01-05 13:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,16.147,29.78,1.675,78.993,2026-01-05,13,True,0.20441051738761662
2026-01-05 14:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.234,28.379,1.811,76.895,2026-01-05,14,True,0.1981143117237792
2026-01-05 14:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.26,25.811,0.824,15.403,2026-01-05,14,False,0.34149191715899496
2026-01-05 14:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.723,26.929,1.87,82.052,2026-01-05,14,True,0.1794349924438161
2026-01-05 14:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,13.836,28.003,1.763,82.268,2026-01-05,14,True,0.16818203918899208
2026-01-05 15:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,13.711,27.397,1.812,84.726,2026-01-05,15,True,0.161827538181904
2026-01-05 15:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.439,27.523,1.73,80.694,2026-01-05,15,True,0.1913277319255459
2026-01-05 15:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,16.613,27.305,1.649,77.111,2026-01-05,15,True,0.21544267354852095
2026-01-05 15:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.306,28.359,1.701,83.207,2026-01-05,15,True,0.17193264989724422
2026-01-05 16:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.767,28.381,1.645,79.889,2026-01-05,16,True,0.19736133885766502
2026-01-05 16:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.851,25.765,1.826,79.57,2026-01-05,16,True,0.19920824431318337
2026-01-05 16:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.65,29.588,1.757,84.49,2026-01-05,16,True,0.1733933009823648
2026-01-05 16:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.354,29.03,1.767,85.268,2026-01-05,16,True,0.18006755171928507
2026-01-05 17:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.12,27.466,1.807,77.389,2026-01-05,17,True,0.18245487084727804
2026-01-05 17:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.266,25.416,0.861,16.033,2026-01-05,17,False,0.32844757687270004
2026-01-05 17:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.02,29.321,1.927,73.15,2026-01-05,17,True,0.191660970608339
2026-01-05 17:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.037,26.636,1.795,78.145,2026-01-05,17,True,0.17962761533047542
2026-01-05 18:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.078,28.975,2.028,85.005,2026-01-05,18,True,0.17737780130580555
2026-01-05 18:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,16.692,29.045,1.87,77.086,2026-01-05,18,True,0.21653737384220223
2026-01-05 18:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,13.303,29.635,1.828,80.912,2026-01-05,18,True,0.16441318963812537
2026-01-05 18:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.151,27.7,1.73,78.233,2026-01-05,18,True,0.19366507739700636
2026-01-05 19:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,MAINTENANCE,1.213,23.535,0.144,2.095,2026-01-05,19,False,0.5789976133651551
2026-01-05 19:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.225,25.32,0.807,16.312,2026-01-05,19,False,0.32031633153506617
2026-01-05 19:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.223,26.906,1.824,81.986,2026-01-05,19,True,0.18567804259263776
2026-01-05 19:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,4.925,26.536,0.843,15.88,2026-01-05,19,False,0.3101385390428211
2026-01-05 20:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.957,28.423,1.86,85.091,2026-01-05,20,True,0.17577652160628035
2026-01-05 20:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,STOPPED,1.181,22.813,0.203,1.371,2026-01-05,20,False,0.8614150255288111
2026-01-05 20:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.009,28.788,1.692,79.492,2026-01-05,20,True,0.1888114527248025
2026-01-05 20:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.226,27.988,1.735,82.481,2026-01-05,20,True,0.18460008971763195
2026-01-05 21:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.25,26.869,0.819,15.586,2026-01-05,21,False,0.33684075452329015
2026-01-05 21:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,16.239,25.908,1.891,85.455,2026-01-05,21,True,0.1900298402668071
2026-01-05 21:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.115,27.118,1.752,78.469,2026-01-05,21,True,0.17987995259274364
2026-01-05 21:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,STOPPED,1.272,23.034,0.224,1.413,2026-01-05,21,False,0.9002123142250531
2026-01-05 22:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,16.4,27.113,1.79,81.03,2026-01-05,22,True,0.2023941749969147
2026-01-05 22:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,5.453,26.887,0.832,15.278,2026-01-05,22,False,0.35691844482262075
2026-01-05 22:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.774,27.527,1.81,82.512,2026-01-05,22,True,0.17905274384331976
2026-01-05 22:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.178,27.851,1.76,77.955,2026-01-05,22,True,0.1947020717080367
2026-01-05 23:00:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,14.031,28.558,1.854,81.211,2026-01-05,23,True,0.172772161406706
2026-01-05 23:15:00,ARRAS,ARR-PK-01,PACKAGING_LINE,RUNNING,15.584,29.659,1.7,79.088,2026-01-05,23,True,0.1970463281408052
2026-01-05 23:30:00,ARRAS,ARR-PK-01,PACKAGING_LINE,STOPPED,1.368,21.001,0.189,1.323,2026-01-05,23,False,1.034013605442177
2026-01-05 23:45:00,ARRAS,ARR-PK-01,PACKAGING_LINE,IDLE,4.558,26.166,0.76,15.988,2026-01-05,23,False,0.28508881661245933
2026-01-05 00:00:00,ARRAS,ARR-PM-01,PUMP,STOPPED,0.65,26.27,0.323,2.428,2026-01-05,0,False,0.26771004942339377
2026-01-05 00:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.98,27.694,1.441,25.344,2026-01-05,0,False,0.1570391414141414
2026-01-05 00:30:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.788,28.875,1.518,24.361,2026-01-05,0,False,0.15549443783095931
2026-01-05 00:45:00,ARRAS,ARR-PM-01,PUMP,MAINTENANCE,0.949,25.882,0.352,2.369,2026-01-05,0,False,0.40059096665259597
2026-01-05 01:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.134,29.427,3.594,118.827,2026-01-05,1,True,0.09369924343793919
2026-01-05 01:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.647,30.959,3.602,110.451,2026-01-05,1,True,0.10544947533295308
2026-01-05 01:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.601,29.751,3.208,117.865,2026-01-05,1,True,0.08994188266236798
2026-01-05 01:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.356,32.04,3.184,118.255,2026-01-05,1,True,0.09602976618324807
2026-01-05 02:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.142,31.004,3.339,128.566,2026-01-05,2,True,0.08666365913227447
2026-01-05 02:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.428,28.677,1.531,25.106,2026-01-05,2,False,0.13654106588066597
2026-01-05 02:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.98,30.427,3.588,127.114,2026-01-05,2,True,0.09424610979121104
2026-01-05 02:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.138,29.08,3.492,120.4,2026-01-05,2,True,0.09250830564784053
2026-01-05 03:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.871,31.263,3.388,118.186,2026-01-05,3,True,0.10044336892694566
2026-01-05 03:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.712,29.366,1.555,26.345,2026-01-05,3,False,0.14089960144239896
2026-01-05 03:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.455,30.981,3.489,111.089,2026-01-05,3,True,0.09411372863199777
2026-01-05 03:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.195,30.198,3.35,124.592,2026-01-05,3,True,0.08182708360087325
2026-01-05 04:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.751,30.445,3.385,122.022,2026-01-05,4,True,0.08810706266083164
2026-01-05 04:15:00,ARRAS,ARR-PM-01,PUMP,MAINTENANCE,1.201,24.822,0.303,2.175,2026-01-05,4,False,0.5521839080459771
2026-01-05 04:30:00,ARRAS,ARR-PM-01,PUMP,IDLE,4.392,28.641,1.479,22.145,2026-01-05,4,False,0.1983291939489727
2026-01-05 04:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.675,31.265,3.237,127.044,2026-01-05,4,True,0.08402600673782312
2026-01-05 05:00:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.964,28.403,1.501,21.904,2026-01-05,5,False,0.18097151205259313
2026-01-05 05:15:00,ARRAS,ARR-PM-01,PUMP,MAINTENANCE,0.396,25.219,0.315,2.343,2026-01-05,5,False,0.16901408450704225
2026-01-05 05:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.275,32.284,3.633,114.541,2026-01-05,5,True,0.09843636776350827
2026-01-05 05:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.932,30.403,3.376,128.919,2026-01-05,5,True,0.08479743094501198
2026-01-05 06:00:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.955,28.599,1.537,22.079,2026-01-05,6,False,0.1791294895602156
2026-01-05 06:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.388,29.227,1.454,26.611,2026-01-05,6,False,0.12731577167336816
2026-01-05 06:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,12.559,30.085,3.797,135.884,2026-01-05,6,True,0.09242442082953108
2026-01-05 06:45:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.865,30.184,1.568,26.557,2026-01-05,6,False,0.1455360168693753
2026-01-05 07:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.103,30.101,3.275,118.812,2026-01-05,7,True,0.09345015654984345
2026-01-05 07:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.228,30.912,3.712,129.83,2026-01-05,7,True,0.07877994300238773
2026-01-05 07:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.782,29.257,3.303,124.503,2026-01-05,7,True,0.09463225785724039
2026-01-05 07:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.067,31.514,3.379,133.987,2026-01-05,7,True,0.0825975654354527
2026-01-05 08:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.67,31.265,3.336,125.142,2026-01-05,8,True,0.0852631410717425
2026-01-05 08:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.513,29.006,1.511,23.151,2026-01-05,8,False,0.15174290527407022
2026-01-05 08:30:00,ARRAS,ARR-PM-01,PUMP,IDLE,4.174,28.74,1.493,24.043,2026-01-05,8,False,0.17360562325832885
2026-01-05 08:45:00,ARRAS,ARR-PM-01,PUMP,IDLE,4.029,30.214,1.394,24.196,2026-01-05,8,False,0.16651512646718464
2026-01-05 09:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.856,30.748,3.657,122.451,2026-01-05,9,True,0.08865587051146989
2026-01-05 09:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.657,27.712,1.43,25.207,2026-01-05,9,False,0.1450787479668346
2026-01-05 09:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.976,30.878,3.269,119.791,2026-01-05,9,True,0.09162624905042951
2026-01-05 09:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.544,29.885,3.244,120.731,2026-01-05,9,True,0.08733465307170488
2026-01-05 10:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.903,30.954,3.293,119.116,2026-01-05,10,True,0.09153262366096915
2026-01-05 10:15:00,ARRAS,ARR-PM-01,PUMP,STOPPED,1.244,26.154,0.298,1.917,2026-01-05,10,False,0.6489306207616067
2026-01-05 10:30:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.931,29.244,1.554,24.631,2026-01-05,10,False,0.1595956315212537
2026-01-05 10:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.207,30.327,3.295,123.499,2026-01-05,10,True,0.09074567405404094
2026-01-05 11:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,9.157,29.876,3.431,129.003,2026-01-05,11,True,0.07098284536018543
2026-01-05 11:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.59,27.585,1.532,23.469,2026-01-05,11,False,0.15296774468447738
2026-01-05 11:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.788,30.897,3.483,120.218,2026-01-05,11,True,0.08973697782362042
2026-01-05 11:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,9.942,31.657,3.154,115.234,2026-01-05,11,True,0.08627661974764393
2026-01-05 12:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.808,30.952,3.466,131.724,2026-01-05,12,True,0.08205034769669917
2026-01-05 12:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.78,29.041,1.655,25.232,2026-01-05,12,False,0.14980976537729868
2026-01-05 12:30:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.795,28.913,1.578,23.549,2026-01-05,12,False,0.16115333984457939
2026-01-05 12:45:00,ARRAS,ARR-PM-01,PUMP,STOPPED,0.595,25.322,0.328,2.106,2026-01-05,12,False,0.2825261158594492
2026-01-05 13:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.256,31.588,3.468,114.866,2026-01-05,13,True,0.09799244336879495
2026-01-05 13:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.66,30.272,1.647,26.762,2026-01-05,13,False,0.13676107914206712
2026-01-05 13:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,9.214,30.987,3.538,122.129,2026-01-05,13,True,0.0754448165464386
2026-01-05 13:45:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.637,30.255,1.589,23.662,2026-01-05,13,False,0.1537063646352802
2026-01-05 14:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.518,31.138,3.558,119.675,2026-01-05,14,True,0.09624399415082516
2026-01-05 14:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.654,30.643,3.315,112.025,2026-01-05,14,True,0.10403035036822138
2026-01-05 14:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.132,29.872,3.387,117.584,2026-01-05,14,True,0.0861681861477752
2026-01-05 14:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.777,29.72,3.392,114.775,2026-01-05,14,True,0.09389675451971247
2026-01-05 15:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.566,31.026,3.331,123.667,2026-01-05,15,True,0.09352535437909872
2026-01-05 15:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.276,31.938,3.269,117.928,2026-01-05,15,True,0.09561766501594193
2026-01-05 15:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.823,31.327,3.302,116.93,2026-01-05,15,True,0.09255965107329171
2026-01-05 15:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.83,31.89,3.652,126.55,2026-01-05,15,True,0.08557882259976295
2026-01-05 16:00:00,ARRAS,ARR-PM-01,PUMP,IDLE,4.148,28.845,1.559,25.028,2026-01-05,16,False,0.16573437749720313
2026-01-05 16:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.757,32.029,3.534,122.481,2026-01-05,16,True,0.08782586686914705
2026-01-05 16:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.737,31.037,3.399,124.515,2026-01-05,16,True,0.0862305746295627
2026-01-05 16:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.638,30.659,3.491,123.185,2026-01-05,16,True,0.08635791695417461
2026-01-05 17:00:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.691,30.053,1.548,22.988,2026-01-05,17,False,0.16056203236471203
2026-01-05 17:30:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.418,30.797,3.262,134.264,2026-01-05,17,True,0.08504141095155811
2026-01-05 17:45:00,ARRAS,ARR-PM-01,PUMP,STOPPED,0.801,27.161,0.275,2.422,2026-01-05,17,False,0.3307184145334434
2026-01-05 18:00:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.135,32.203,3.348,121.838,2026-01-05,18,True,0.08318422823749569
2026-01-05 18:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,10.306,30.36,3.328,113.104,2026-01-05,18,True,0.09111967746498797
2026-01-05 18:30:00,ARRAS,ARR-PM-01,PUMP,STOPPED,0.575,26.292,0.302,2.494,2026-01-05,18,False,0.23055332798716918
2026-01-05 18:45:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.494,29.496,3.265,123.814,2026-01-05,18,True,0.09283279758347199
2026-01-05 19:00:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.867,30.274,1.507,21.933,2026-01-05,19,False,0.1763096703597319
2026-01-05 19:15:00,ARRAS,ARR-PM-01,PUMP,RUNNING,11.753,30.938,3.269,124.163,2026-01-05,19,True,0.09465782882179072
2026-01-05 19:30:00,ARRAS,ARR-PM-01,PUMP,MAINTENANCE,0.79,25.088,0.352,2.126,2026-01-05,19,False,0.37158984007525875
2026-01-05 19:45:00,ARRAS,ARR-PM-01,PUMP,STOPPED,0.602,25.744,0.414,2.661,2026-01-05,19,False,0.22623074032318677
2026-01-05 20:00:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.646,29.992,1.699,24.945,2026-01-05,20,False,0.14616155542192824
2026-01-05 20:15:00,ARRAS,ARR-PM-01,PUMP,IDLE,3.538,29.858,1.593,23.728,2026-01-05,20,False,0.14910654079568442
